airlineFsCode,directs,allOntimeCumulative,allStars,delayObservations,ontimePercent,delayStandardDeviation,codeshares,delayMax,arrivalAirportFsCode,delayMin,allDelayCumulative,allDelayStars,allOntimeStars,late45,observations,diverted,ontime,flightNumber,delayMean,late15,cancelled,late30,departureAirportFsCode,req_carrier,req_flightNumber,req_origin,req_dest
NZ,0,0.9332,3.9000001,16,0.88636363,32.971706,0,134,AKL,1,0.61790001,3.0999999,4.6999998,2,44,0,39,29,21,2,0,1,IAH,ANZ,29,IAH,NZAA
UA,0,0.69150001,2.3,12,0.83333331,44.374695,0,131,SFO,0,0.2119,1.1,3.5,3,36,0,30,916,34,2,0,1,AKL,UAL,916,NZAA,SFO
NZ,0,0.1357,1.8,15,0.72972971,12.85746,0,43,AKL,3,0.57929999,2.9000001,0.69999999,0,37,0,27,23,22,5,0,5,YVR,ANZ,23,YVR,NZAA
NZ,0,0,0.94999999,31,0.61403507,26.495241,0,131,AKL,1,0.38209999,1.9,0,5,57,0,35,7,26,14,0,3,SFO,ANZ,7,SFO,NZAA
NZ,0,0,0.2,44,0.48333332,24.856119,0,116,AKL,0,0.080799997,0.40000001,0,11,60,0,29,1,33,7,0,13,LAX,ANZ,1,LAX,NZAA
NZ,0,0,1.55,39,0.53225809,13.82501,0,54,LAX,0,0.61790001,3.0999999,0,4,62,0,33,1,22,17,0,8,LHR,ANZ,1,LAX,NZAA
LA,0,0.9192,2.3,16,0.87096775,113.63375,0,318,AKL,0,0,0,4.5999999,7,62,0,54,800,88,1,0,0,SYD,LAN,800,NZAA,SCEL
LA,0,0.95539999,2.4000001,12,0.88709676,119.25027,0,307,SCL,3,0,0,4.8000002,6,62,0,55,800,114,0,0,1,AKL,LAN,800,NZAA,SCEL
NZ,0,0,0.15000001,44,0.44262296,24.715378,0,96,AKL,0,0.0548,0.30000001,0,12,61,0,27,5,34,12,0,10,LAX,ANZ,5,LAX,NZAA
NZ,0,0.017899999,1,1,0,0,0,35,IAH,35,0.38209999,1.9,0.1,0,1,0,0,28,35,0,0,1,PPT,ANZ,28,NZAA,IAH
NZ,0,0.27430001,2.3499999,28,0.76744187,37.031231,0,181,IAH,1,0.65539998,3.3,1.4,2,43,0,33,28,21,8,0,0,AKL,ANZ,28,NZAA,IAH
NZ,0,0,0.44999999,37,0.62295079,34.403934,0,170,LAX,1,0.1841,0.89999998,0,8,61,0,38,6,30,13,0,2,AKL,ANZ,6,NZAA,LAX
UA,0,0.1151,1.35,19,0.72222221,26.425997,0,108,AKL,2,0.42070001,2.0999999,0.60000002,4,36,0,26,917,26,5,0,1,SFO,UAL,917,SFO,NZAA
AA,0,0.096799999,0.25,28,0.73214287,132.13722,0,709,AKL,0,0,0,0.5,8,56,0,41,83,52,3,0,4,LAX,AAL,83,LAX,NZAA
AA,0,0.017899999,0.44999999,1,0,0,0,67,LAX,67,0.1587,0.80000001,0.1,1,1,0,0,83,67,0,0,0,ICT,AAL,83,LAX,NZAA
AA,0,0.9192,3.45,17,0.87096775,32.023888,0,118,LAX,0,0.46020001,2.3,4.5999999,2,62,1,54,83,25,4,0,2,JFK,AAL,83,LAX,NZAA
NZ,0,0.7881,1.95,17,0.85294116,182.28276,0,761,HNL,0,0,0,3.9000001,3,34,0,29,10,59,2,0,0,AKL,ANZ,10,NZAA,HNL
NZ,0,0.38209999,2.5999999,28,0.7903226,23.29302,0,118,LHR,1,0.65539998,3.3,1.9,2,62,0,49,2,21,6,0,5,LAX,ANZ,2,NZAA,LAX
NZ,0,0.27430001,3.0999999,41,0.77419353,10.064487,0,39,LAX,0,0.9641,4.8000002,1.4,0,62,0,48,2,12,11,0,3,AKL,ANZ,2,NZAA,LAX
DL,0,1,4.6500001,10,0.95348835,6.5396228,0,23,DTW,3,0.86430001,4.3000002,5,0,43,0,41,132,9,2,0,0,TPA,DAL,132,DTW,EHAM
DL,0,1,4.4000001,11,0.94736844,18.323854,0,61,AMS,1,0.75800002,3.8,5,1,57,0,54,132,15,1,0,1,DTW,DAL,132,DTW,EHAM
DL,0,0.242,2.4000001,10,0.73333335,14.715449,0,49,DTW,2,0.72570002,3.5999999,1.2,1,15,0,11,132,16,2,0,1,SAN,DAL,132,DTW,EHAM
KL,0,0.81590003,3.5,8,0.88235295,40.113899,0,121,AMS,1,0.57929999,2.9000001,4.0999999,1,17,0,15,624,22,1,0,0,ATL,KLM,624,ATL,EHAM
DL,0,0.97719997,3.7,0,1,0,0,0,MSP,0,0.5,2.5,4.9000001,0,15,0,15,160,0,0,0,0,DEN,DAL,160,MSP,EHAM
DL,0,1,3.95,12,0.95161289,47.733158,0,171,AMS,0,0.57929999,2.9000001,5,1,62,1,59,160,22,1,0,1,MSP,DAL,160,MSP,EHAM
DL,0,0.97719997,4.4000001,3,1,2,0,7,MSP,3,0.7881,3.9000001,4.9000001,0,16,0,16,160,5,0,0,0,PHX,DAL,160,MSP,EHAM
DL,0,0.97130001,3.5,3,0.93548387,26.312227,0,57,MSP,5,0.42070001,2.0999999,4.9000001,1,31,0,29,160,28,1,0,0,IND,DAL,160,MSP,EHAM
OR,0,0.9332,3.5999999,0,1,0,0,0,AMS,0,0.5,2.5,4.6999998,0,8,0,8,376,0,0,0,0,CUR,TFL,376,TNCC,EHAM
OR,0,0.1151,0.40000001,2,0.60000002,72.832001,0,130,AMS,27,0.0359,0.2,0.60000002,1,5,0,3,376,78,1,0,0,AUA,TFL,376,TNCC,EHAM
KL,0,0.86430001,3.5999999,15,0.85245901,27.580532,0,102,AMS,2,0.57929999,2.9000001,4.3000002,3,61,0,52,662,22,4,2,0,IAH,KLM,662,IAH,EHAM
UA,0,0.017899999,0.050000001,1,0,0,0,184,AMS,184,0,0,0.1,1,1,0,0,20,184,0,0,0,EWR,UAL,20,IAH,EHAM
UA,0,0.066799998,1.6,34,0.72580647,32.560925,0,182,AMS,1,0.57929999,2.9000001,0.30000001,3,62,1,45,20,23,9,0,5,IAH,UAL,20,IAH,EHAM
DL,0,0.57929999,1.8,23,0.81034482,71.97551,0,346,AMS,0,0.1357,0.69999999,2.9000001,2,58,0,47,178,34,3,0,6,PDX,DAL,178,PDX,EHAM
KL,0,0.57929999,3,32,0.80645162,49.329281,0,269,AMS,0,0.61790001,3.0999999,2.9000001,3,62,0,50,602,22,8,1,0,LAX,KLM,602,LAX,EHAM
DL,0,0.75800002,4,25,0.83606559,22.946459,0,118,AMS,0,0.84130001,4.1999998,3.8,1,61,0,51,142,16,8,0,1,SEA,DAL,142,SEA,EHAM
DL,0,0.9641,4.4499998,9,0.90697676,9.9470825,0,27,SEA,0,0.81590003,4.0999999,4.8000002,0,43,0,39,142,11,4,0,0,LAS,DAL,142,SEA,EHAM
KL,0,0.38209999,1.2,15,0.78947371,37.72646,0,117,AMS,0,0.096799999,0.5,1.9,4,57,0,45,612,38,7,0,1,ORD,KLM,612,ORD,EHAM
KL,0,0.9192,4.0999999,15,0.87096775,19.970694,0,72,AMS,0,0.72570002,3.5999999,4.5999999,1,62,0,54,606,18,0,3,4,SFO,KLM,606,SFO,EHAM
KL,0,1,4.8499999,16,0.95918369,13.72103,0,54,AMS,0,0.9332,4.6999998,5,1,49,0,47,724,8,1,0,0,HAV,KLM,724,MUHA,EHAM
UA,0,0.57929999,1.55,23,0.80645162,55.753197,0,220,AMS,1,0.044599999,0.2,2.9000001,5,62,0,50,70,39,3,1,3,EWR,UAL,70,EWR,EHAM
KL,0,0.94520003,4.3000002,13,0.88135594,11.033748,0,36,AMS,0,0.7881,3.9000001,4.6999998,0,59,0,52,678,15,5,0,2,YYC,KLM,678,YYC,EHAM
KL,0,0.9192,3.6500001,17,0.87096775,37.006855,0,144,AMS,0,0.53979999,2.7,4.5999999,2,62,0,54,652,23,4,0,2,IAD,KLM,652,IAD,EHAM
DL,0,0.81590003,3,17,0.8490566,36.426701,0,106,AMS,0,0.38209999,1.9,4.0999999,3,53,0,45,148,27,2,0,3,EWR,DAL,148,EWR,EHAM
KL,0,1,3.45,7,0.93548387,24.640268,0,66,AMS,2,0.38209999,1.9,5,2,62,0,58,642,28,1,0,1,JFK,KLM,642,JFK,EHAM
DL,0,0.97719997,2.5999999,7,0.90163934,66.657616,0,191,ATL,1,0.0548,0.30000001,4.9000001,2,61,0,55,72,50,2,1,1,MCO,DAL,72,ATL,EHAM
DL,0,0.95539999,3.0999999,12,0.88709676,30.938232,0,95,AMS,0,0.27430001,1.4,4.8000002,4,62,0,55,72,31,1,0,2,ATL,DAL,72,ATL,EHAM
KL,0,0.7881,3.2,16,0.83870965,31.797209,0,131,AMS,0,0.5,2.5,3.9000001,2,62,0,52,692,24,6,1,1,YYZ,KLM,692,YYZ,EHAM
DL,0,1,4.25,2,1,1.4142135,0,10,DTW,8,0.69150001,3.5,5,0,40,0,40,134,9,0,0,0,MCI,DAL,134,DTW,EHAM
DL,0,0.57929999,2.05,18,0.80645162,25.739773,0,82,AMS,0,0.242,1.2,2.9000001,6,62,0,50,134,31,3,0,3,DTW,DAL,134,DTW,EHAM
DL,0,0.97719997,4.4000001,2,1,3.5355339,0,5,DTW,0,0.7881,3.9000001,4.9000001,0,15,0,15,134,2,0,0,0,RSW,DAL,134,DTW,EHAM
SK,0,1,4.5999999,11,0.95161289,14.368526,0,41,ARN,0,0.84130001,4.1999998,5,0,62,0,59,904,11,1,0,2,EWR,SAS,904,EWR,ESSA
SK,0,0.69150001,3,19,0.82258064,46.614506,0,207,ARN,0,0.5,2.5,3.5,3,62,0,51,946,24,6,2,0,ORD,SAS,946,ORD,ESSA
SK,0,0.72570002,4.1500001,32,0.83050847,18.681946,0,108,LAX,0,0.94520003,4.6999998,3.5999999,1,59,0,49,939,12,8,1,0,ARN,SAS,939,ESSA,LAX
SK,0,0.98210001,4.9000001,26,0.90322578,8.1671009,0,29,EWR,0,0.97130001,4.9000001,4.9000001,0,62,0,56,903,8,6,0,0,ARN,SAS,903,ESSA,EWR
SK,0,0.0287,1.8,41,0.7096774,39.607433,0,251,ORD,1,0.69150001,3.5,0.1,3,62,0,44,945,21,8,2,5,ARN,SAS,945,ESSA,ORD
EV,0,0.69150001,3,0,1,0,0,0,LGA,0,0.5,2.5,3.5,0,1,0,1,5230,0,0,0,0,CHO,ASQ,5230,SGF,ATL
EV,0,0.97130001,4.25,2,1,1.4142135,0,7,ATL,5,0.72570002,3.5999999,4.9000001,0,14,0,14,5230,6,0,0,0,CID,ASQ,5230,SGF,ATL
EV,0,0.88489997,2.8,7,0.88235295,40.504555,0,98,ATL,0,0.242,1.2,4.4000001,2,34,0,30,5230,34,2,0,0,FAY,ASQ,5230,SGF,ATL
EV,0,0.75800002,3.3499999,1,0.8888889,0,0,16,BTR,16,0.57929999,2.9000001,3.8,0,9,0,8,5230,16,1,0,0,ATL,ASQ,5230,SGF,ATL
EV,0,0.88489997,2.55,7,0.88235295,49.506615,0,116,FAY,1,0.1357,0.69999999,4.4000001,2,34,0,30,5230,42,2,0,0,ATL,ASQ,5230,SGF,ATL
DL,0,0.86430001,3.2,8,0.85483873,30.686199,0,98,ATL,0,0.42070001,2.0999999,4.3000002,1,62,0,53,675,26,4,3,1,NAS,DAL,675,BHM,ATL
DL,0,0.98610002,4.25,8,0.91525424,12.993817,0,40,ATL,1,0.72570002,3.5999999,4.9000001,0,59,0,54,1527,16,3,1,1,FLL,DAL,1527,FLL,ATL
DL,0,1,4.4499998,9,0.93442625,13.754797,0,44,FLL,1,0.7881,3.9000001,5,0,61,0,57,1527,13,2,1,1,ATL,DAL,1527,FLL,ATL
DL,0,0.9332,4.1500001,1,1,0,0,2,LAS,2,0.72570002,3.5999999,4.6999998,0,9,0,9,780,2,0,0,0,LAX,DAL,780,ATL,SAN
DL,0,0.69150001,3,0,1,0,0,0,EWR,0,0.5,2.5,3.5,0,1,0,1,780,0,0,0,0,MSP,DAL,780,ATL,SAN
DL,0,1,4.4499998,6,0.95999998,13.634515,0,34,CVG,0,0.7881,3.9000001,5,0,50,0,48,780,10,1,0,1,ATL,DAL,780,ATL,SAN
DL,0,0.69150001,3,0,1,0,0,0,DTW,0,0.5,2.5,3.5,0,1,0,1,780,0,0,0,0,ATW,DAL,780,ATL,SAN
DL,0,1,4.4000001,5,0.95999998,11.113055,0,27,ATL,0,0.75800002,3.8,5,0,50,0,48,762,11,2,0,0,MDW,DAL,762,MDW,ATL
DL,0,0.69150001,3,0,1,0,0,0,SEA,0,0.5,2.5,3.5,0,1,0,1,762,0,0,0,0,PDX,DAL,762,MDW,ATL
DL,0,1,4.5500002,5,0.9818182,15.339492,0,35,MDW,0,0.81590003,4.0999999,5,0,55,0,54,762,7,0,0,1,ATL,DAL,762,MDW,ATL
AA,0,0.98210001,4.5999999,13,0.92682928,18.072149,0,67,RSW,0,0.86430001,4.3000002,4.9000001,1,41,1,38,1033,11,2,0,0,DFW,AAL,1033,ATL,MIA
AA,0,0.81590003,3.3,0,1,0,0,0,DTW,0,0.5,2.5,4.0999999,0,3,0,3,1033,0,0,0,0,DFW,AAL,1033,ATL,MIA
EV,0,0.7881,3.75,2,1,9.1923885,0,13,ALB,0,0.72570002,3.5999999,3.9000001,0,2,0,2,5595,6,0,0,0,DTW,ASQ,5595,ATL,MMMY
EV,0,0.69150001,3.55,1,1,0,0,2,PVD,2,0.72570002,3.5999999,3.5,0,1,0,1,5595,2,0,0,0,DTW,ASQ,5595,ATL,MMMY
EV,0,0.69150001,3,0,1,0,0,0,DTW,0,0.5,2.5,3.5,0,1,0,1,5595,0,0,0,0,PVD,ASQ,5595,ATL,MMMY
EV,0,0.69150001,3,21,0.82692307,26.261143,0,80,MTY,0,0.5,2.5,3.5,5,52,0,43,5595,24,3,0,1,ATL,ASQ,5595,ATL,MMMY
AA,0,0,0.1,37,0.67741936,48.770069,0,242,ATL,0,0.044599999,0.2,0,10,62,0,42,2513,36,7,0,3,LAX,AAL,2513,KLAX,KATL
DL,0,0.42070001,2.95,7,0.77777779,24.494898,0,68,SFO,0,0.75800002,3.8,2.0999999,1,9,0,7,907,14,1,0,0,SEA,DAL,907,JAN,ATL
DL,0,0.84130001,3.75,6,0.88,18.250114,0,52,RDU,0,0.65539998,3.3,4.1999998,1,25,0,22,907,18,2,0,0,DTW,DAL,907,JAN,ATL
DL,0,0.97719997,4.25,2,1,2.1213202,0,8,CLT,5,0.72570002,3.5999999,4.9000001,0,15,0,15,907,6,0,0,0,MSP,DAL,907,JAN,ATL
DL,0,0.69150001,3,0,1,0,0,0,DTW,0,0.5,2.5,3.5,0,1,0,1,907,0,0,0,0,PWM,DAL,907,JAN,ATL
DL,0,1,4.4499998,3,1,5.2915025,0,10,DTW,0,0.7881,3.9000001,5,0,25,0,25,907,4,0,0,0,RDU,DAL,907,JAN,ATL
DL,0,0.9332,3.5999999,0,1,0,0,0,ATL,0,0.5,2.5,4.6999998,0,9,0,9,907,0,0,0,0,JAN,DAL,907,JAN,ATL
DL,0,0.9332,3.5999999,0,1,0,0,0,JAN,0,0.5,2.5,4.6999998,0,9,0,9,907,0,0,0,0,ATL,DAL,907,JAN,ATL
QR,0,0.9192,2.6500001,14,0.86885244,52.163521,0,199,ATL,0,0.1357,0.69999999,4.5999999,4,61,0,53,755,36,3,0,1,DOH,QTR,755,OTHH,KATL
DL,0,0.98210001,4.8000002,13,0.91666669,7.7608485,0,24,NAS,0,0.9332,4.6999998,4.9000001,0,48,0,44,337,6,2,2,0,ATL,DAL,337,ATL,MYNN
DL,0,0.88489997,3.05,14,0.87179488,49.767151,0,163,ATL,0,0.34459999,1.7,4.4000001,2,39,0,34,54,28,3,0,0,IAD,DAL,54,KATL,DNMM
DL,0,0.46020001,1.4,2,0.80000001,10.606602,0,70,ATL,55,0.096799999,0.5,2.3,2,10,0,8,54,62,0,0,0,IAH,DAL,54,KATL,DNMM
DL,0,0.9192,2.9000001,5,0.89999998,51.847855,0,127,LOS,1,0.242,1.2,4.5999999,1,30,0,27,54,36,1,0,1,ATL,DAL,54,KATL,DNMM
5X,0,0.017899999,1,1,0,0,0,34,DFW,34,0.38209999,1.9,0.1,0,1,0,0,9612,34,0,0,1,SDF,UPS,9612,ATL,SDF
5X,0,0.69150001,3,0,1,0,0,0,SDF,0,0.5,2.5,3.5,0,1,0,1,9612,0,0,0,0,ORD,UPS,9612,ATL,SDF
5X,0,0.017899999,1.5,1,0,0,0,16,PHL,16,0.57929999,2.9000001,0.1,0,1,0,0,9612,16,1,0,0,ORD,UPS,9612,ATL,SDF
5X,0,0.69150001,3.3,1,1,0,0,14,RFD,14,0.61790001,3.0999999,3.5,0,1,0,1,9612,14,0,0,0,ORF,UPS,9612,ATL,SDF
5X,0,0.017899999,1.4,1,0,0,0,23,ONT,23,0.53979999,2.7,0.1,0,1,0,0,9612,23,1,0,0,PHX,UPS,9612,ATL,SDF
5X,0,0.69150001,3,0,1,0,0,0,SDF,0,0.5,2.5,3.5,0,1,0,1,9612,0,0,0,0,ROA,UPS,9612,ATL,SDF
5X,0,0.69150001,3,0,1,0,0,0,ANC,0,0.5,2.5,3.5,0,1,0,1,9612,0,0,0,0,ATL,UPS,9612,ATL,SDF
YV,0,0.7881,3.7,1,1,0,0,4,IAH,4,0.69150001,3.5,3.9000001,0,2,0,2,6273,4,0,0,0,CVG,ASH,6273,KATL,KIAH
YV,0,0.69150001,3.6500001,9,0.83999997,7.7477593,0,29,BDL,1,0.75800002,3.8,3.5,0,25,0,21,6273,14,4,0,0,IAD,ASH,6273,KATL,KIAH
YV,0,0.88489997,3.3499999,5,0.89999998,38.745323,0,90,ELP,0,0.46020001,2.3,4.4000001,1,20,0,18,6273,25,0,0,1,IAH,ASH,6273,KATL,KIAH
YV,0,0.97719997,4.25,1,1,0,0,0,IAH,0,0.72570002,3.5999999,4.9000001,0,15,0,15,6273,0,0,0,0,ATL,ASH,6273,KATL,KIAH
WN,0,0.98610002,4.6500001,9,0.93181819,9.6881943,0,25,MCO,0,0.88489997,4.4000001,4.9000001,0,44,0,41,349,7,2,1,0,CMH,SWA,349,DCA,ATL
WN,0,0.9332,3.9000001,1,1,0,0,13,ELP,13,0.61790001,3.0999999,4.6999998,0,8,0,8,349,13,0,0,0,DAL,SWA,349,DCA,ATL
WN,0,0.9332,3.5999999,0,1,0,0,0,ATL,0,0.5,2.5,4.6999998,0,8,0,8,349,0,0,0,0,DCA,SWA,349,DCA,ATL
WN,0,0.69150001,3,0,1,0,0,0,LAS,0,0.5,2.5,3.5,0,1,0,1,349,0,0,0,0,ELP,SWA,349,DCA,ATL
WN,0,0.9332,4.3000002,3,1,2.6457512,0,8,DAL,3,0.7881,3.9000001,4.6999998,0,8,0,8,349,5,0,0,0,FLL,SWA,349,DCA,ATL
WN,0,1,4.1500001,2,0.97727275,2.8284271,0,15,ATL,11,0.65539998,3.3,5,0,44,0,43,349,13,1,0,0,RIC,SWA,349,DCA,ATL
WN,0,0.9332,4.0999999,2,1,6.3639612,0,14,FLL,5,0.69150001,3.5,4.6999998,0,8,0,8,349,9,0,0,0,ATL,SWA,349,DCA,ATL
WN,0,1,4.4000001,4,0.97727275,7.0474582,0,19,CMH,2,0.75800002,3.8,5,0,44,0,43,349,10,1,0,0,ATL,SWA,349,DCA,ATL
WN,0,0.080799997,0.80000001,21,0.72093022,40.023266,0,157,STL,0,0.242,1.2,0.40000001,3,43,0,31,258,30,6,0,3,LAX,SWA,258,GSP,ATL
WN,0,0.75800002,2.8499999,1,0.8888889,0,0,33,ATL,33,0.38209999,1.9,3.8,0,9,0,8,258,33,0,0,1,GSP,SWA,258,GSP,ATL
WN,0,0.75800002,3.05,3,0.8888889,27.209066,0,57,TPA,8,0.46020001,2.3,3.8,1,9,0,8,258,25,0,0,0,PHL,SWA,258,GSP,ATL
WN,0,0.42070001,2.0999999,5,0.77777779,26.873779,0,68,PHL,6,0.42070001,2.0999999,2.0999999,1,9,0,7,258,27,0,0,1,ATL,SWA,258,GSP,ATL
WN,0,0.9332,4.0999999,1,1,0,0,3,MSY,3,0.69150001,3.5,4.6999998,0,9,0,9,3344,3,0,0,0,DAL,SWA,3344,MSY,ATL
WN,0,0.9332,4.4499998,5,1,3.9115214,0,10,ATL,1,0.84130001,4.1999998,4.6999998,0,9,0,9,3344,5,0,0,0,MSY,SWA,3344,MSY,ATL
WN,0,0.9332,4.25,3,1,7.0237694,0,14,ISP,0,0.75800002,3.8,4.6999998,0,8,0,8,3344,7,0,0,0,PBI,SWA,3344,MSY,ATL
WN,0,0.9192,4.1999998,2,1,2.8284271,0,5,DAL,1,0.75800002,3.8,4.5999999,0,7,0,7,3344,3,0,0,0,ABQ,SWA,3344,MSY,ATL
WN,0,0.9332,4.4499998,4,1,2.2173557,0,5,PBI,0,0.84130001,4.1999998,4.6999998,0,9,0,9,3344,3,0,0,0,ATL,SWA,3344,MSY,ATL
WN,0,0,0.050000001,21,0.6511628,47.122181,0,141,DEN,0,0.0287,0.1,0,5,43,0,28,1368,42,7,0,3,SFO,SWA,1368,TPA,ATL
WN,0,0.9332,4.3000002,2,1,2.1213202,0,3,ATL,0,0.7881,3.9000001,4.6999998,0,8,0,8,1368,1,0,0,0,TPA,SWA,1368,TPA,ATL
WN,0,0.9332,3.5999999,0,1,0,0,0,FLL,0,0.5,2.5,4.6999998,0,9,0,9,1368,0,0,0,0,DCA,SWA,1368,TPA,ATL
WN,0,0.9332,4.3000002,2,1,0,0,0,TPA,0,0.7881,3.9000001,4.6999998,0,8,0,8,1368,0,0,0,0,FLL,SWA,1368,TPA,ATL
WN,0,0.9332,4.4499998,3,1,2.8867514,0,5,RIC,0,0.84130001,4.1999998,4.6999998,0,8,0,8,1368,1,0,0,0,ATL,SWA,1368,TPA,ATL
F9,0,0.75800002,1.95,1,0.8888889,0,0,115,PHX,115,0.017899999,0.1,3.8,1,9,0,8,1539,115,0,0,0,ATL,FFT,1539,ATL,PHX
OO,0,0.1587,1.15,8,0.69230771,40.73959,0,109,RNO,3,0.30849999,1.5,0.80000001,2,13,0,9,3536,31,2,0,0,SLC,SKW,3536,CHA,ATL
OO,0,0.69150001,3,0,1,0,0,0,OKC,0,0.5,2.5,3.5,0,1,0,1,3536,0,0,0,0,SLC,SKW,3536,CHA,ATL
